"emp_no","birth_date","first_name","last_name","gender","hire_date"
52708,"1956-07-21","Makato","Escriba","M","1986-01-13"
52770,"1965-01-31","Shugo","Yurek","M","1986-01-06"
53183,"1963-06-19","Gill","Erez","M","1986-01-11"
52981,"1954-02-10","Howell","Hutton","M","1986-01-29"
53007,"1959-10-22","Tianruo","Sherertz","F","1986-01-16"
53032,"1963-12-02","Yechezkel","Oberman","F","1986-01-24"
53223,"1958-11-17","Zeljko","Kalsbeek","M","1986-01-11"
53864,"1959-10-01","Henk","Castellani","F","1986-01-26"
53285,"1958-10-09","Pantung","Anily","M","1986-01-11"
54198,"1965-01-01","Shaowen","Segond","M","1986-01-06"
53762,"1964-03-04","Sanjai","Seghrouchni","M","1986-01-04"
54063,"1953-04-18","Bedrich","Perna","F","1986-01-27"
54066,"1961-12-10","Shounak","Mapelli","F","1986-01-16"
54295,"1959-08-18","Sasan","Kabayashi","F","1986-01-12"
54661,"1958-05-19","Tru","Bahi","M","1986-01-28"
54354,"1959-09-18","Yurij","Barvinok","M","1986-01-23"
54399,"1962-05-08","Xiaobin","Llado","F","1986-01-18"
54440,"1957-12-06","Tamiya","Sevcikova","F","1986-01-25"
54884,"1953-11-30","Lillian","Greenaway","M","1986-01-24"
54783,"1954-11-05","Abdelghani","Nannarelli","M","1986-01-08"
54789,"1952-02-26","Munehiro","Boyle","F","1986-01-05"
54923,"1954-09-15","Masoud","Perz","M","1986-01-13"
54968,"1952-09-04","Rafael","Bondorf","M","1986-01-28"
55206,"1959-09-12","Nathan","Worfolk","M","1986-01-13"
55476,"1954-04-25","Kokou","Halevi","F","1986-01-15"
55251,"1960-01-21","Guadalupe","Harbusch","F","1986-01-26"
55594,"1961-03-23","Mitchel","Debuse","M","1986-01-15"
55622,"1952-06-20","Peer","Ranta","F","1986-01-17"
56090,"1954-10-15","Teunis","Serot","M","1986-01-16"
55725,"1962-04-14","Harjit","Gils","F","1986-01-26"
56134,"1959-08-15","Gill","Ducloy","M","1986-01-17"
56189,"1959-04-20","Bedir","Pews","M","1986-01-21"
56230,"1959-10-04","Keung","Heuter","M","1986-01-14"
56281,"1954-05-14","Sanjoy","Brizzi","M","1986-01-16"
56572,"1960-09-04","Zsolt","Lores","M","1986-01-18"
56349,"1964-12-01","Honesty","Sethi","M","1986-01-27"
56856,"1961-08-02","Ulises","Acton","M","1986-01-14"
56425,"1956-03-04","Shih","Erde","M","1986-01-06"
56996,"1961-10-27","Cullen","Parhami","F","1986-01-07"
57030,"1959-05-25","Aamod","Oberman","F","1986-01-19"
57264,"1961-10-07","Itzchak","Passino","F","1986-01-03"
57299,"1963-04-03","Shounak","Figueira","F","1986-01-16"
57128,"1956-01-27","Rance","Chartres","F","1986-01-10"
57141,"1960-03-28","Mark","Oxenboll","M","1986-01-28"
57538,"1964-02-14","Christophe","Kakkad","F","1986-01-25"
57231,"1956-03-24","Elgin","Kushner","F","1986-01-16"
57543,"1959-01-09","Maik","Curless","M","1986-01-14"
57625,"1956-07-23","DAIDA","Mikschl","F","1986-01-26"
57430,"1964-07-12","Along","Borstler","M","1986-01-08"
57681,"1963-01-08","Shuichi","Garrabrants","F","1986-01-30"
57461,"1960-02-15","Ramya","Validov","M","1986-01-21"
57519,"1962-04-21","Woody","Brodie","M","1986-01-28"
58303,"1962-09-29","Pantung","Emden","M","1986-01-08"
57792,"1961-12-06","Zongyan","Demos","F","1986-01-26"
57832,"1957-11-21","Niranjan","Herber","F","1986-01-23"
57835,"1958-06-18","Dipayan","Setlzner","F","1986-01-09"
57897,"1955-11-21","Kwok","Kranzdorf","F","1986-01-06"
58113,"1960-09-28","Sanjeeva","Plumb","M","1986-01-18"
58468,"1953-07-25","Lucian","Limongiello","F","1986-01-02"
58524,"1954-01-08","Jaideep","Sidhu","F","1986-01-20"
58667,"1952-02-21","Feipei","Pagter","M","1986-01-11"
59060,"1954-06-19","Pohua","Jakobus","F","1986-01-15"
58737,"1959-12-21","Toshimori","Herber","F","1986-01-07"
58788,"1953-12-21","Shmuel","Anger","M","1986-01-27"
58804,"1962-08-23","Leif","Wrigley","F","1986-01-06"
58857,"1960-01-16","Berna","Xiaoshan","F","1986-01-22"
59063,"1962-08-11","Teunis","Delgrange","M","1986-01-09"
59094,"1952-09-04","Adin","McDermid","M","1986-01-03"
59200,"1960-03-15","Kinh","Rehfuss","F","1986-01-06"
59413,"1953-09-22","Huei","Albarhamtoshy","M","1986-01-18"
59488,"1952-06-11","Saeko","Montresor","M","1986-01-19"
59268,"1954-06-10","Berry","Besancenot","F","1986-01-04"
59560,"1953-09-21","Shuho","Roisin","F","1986-01-06"
59342,"1955-06-27","Babette","Colorni","F","1986-01-08"
59354,"1957-09-07","Naftaly","Yetto","F","1986-01-20"
59389,"1959-06-16","Peer","Jonsson","M","1986-01-22"
59575,"1960-02-03","Patricio","Shumilov","M","1986-01-02"
59839,"1957-05-22","Wanqing","Chaudhury","M","1986-01-20"
59749,"1959-11-19","Chiranjit","Redmiles","M","1986-01-09"
59877,"1963-03-08","Marie","Fetvedt","M","1986-01-09"
60070,"1961-05-22","Demos","Speel","M","1986-01-23"
60119,"1959-01-23","Roded","Constantine","M","1986-01-22"
60414,"1953-06-07","Xuejia","Vitiello","M","1986-01-30"
60230,"1962-12-20","Naftali","Gecseg","M","1986-01-04"
60730,"1957-10-17","Mokhtar","Atchley","M","1986-01-17"
61124,"1954-12-24","Nechama","Waymire","F","1986-01-02"
60913,"1957-11-12","Kagan","Motley","M","1986-01-27"
61136,"1957-09-28","Oldrich","Marchegay","M","1986-01-22"
61315,"1955-07-03","Kwun","Kalloufi","F","1986-01-06"
61318,"1960-07-25","Leon","Schlenzig","F","1986-01-23"
61371,"1954-10-28","Akeno","Yetto","F","1986-01-08"
61441,"1954-09-03","Yongqiao","Jayawardene","M","1986-01-31"
61236,"1953-12-26","Martien","Chvatal","M","1986-01-12"
61488,"1956-10-22","Gritta","Homond","F","1986-01-30"
61515,"1953-10-22","Mats","Curless","M","1986-01-03"
61718,"1953-04-27","Yakichi","Poujol","M","1986-01-23"
61989,"1955-12-17","Yaghout","Vesna","M","1986-01-23"
61654,"1954-05-23","Maris","Clouatre","M","1986-01-06"
61670,"1959-04-09","Pragnesh","Clouatre","M","1986-01-19"
61998,"1955-09-25","Ute","Lunn","F","1986-01-04"
62025,"1954-11-24","Chirstian","Spinelli","M","1986-01-14"
62266,"1959-11-14","Yongqiao","Marsiglia","M","1986-01-30"
62272,"1962-08-11","Xiong","Schwartzburd","F","1986-01-10"
62277,"1960-01-17","Richara","Trogemann","F","1986-01-16"
62443,"1954-08-15","Conrado","Pluym","M","1986-01-26"
62131,"1964-12-23","Mohua","Ohori","F","1986-01-15"
62202,"1957-06-26","Susanne","Reutenauer","M","1986-01-15"
62206,"1957-08-21","Pranjal","Chelton","F","1986-01-26"
62644,"1959-05-18","Krisda","Shrader","F","1986-01-22"
62480,"1955-05-22","Bedrich","Stemann","M","1986-01-02"
62673,"1957-07-20","Yonghoan","Georgatos","M","1986-01-12"
62726,"1956-03-08","Uwe","Zweizig","F","1986-01-12"
63008,"1961-09-04","Anoosh","Stasinski","F","1986-01-08"
62799,"1953-12-28","Gretta","Murtagh","M","1986-01-11"
63107,"1955-02-06","Yurii","Crelier","M","1986-01-18"
62872,"1956-11-02","Kitty","Zwicker","M","1986-01-05"
63128,"1952-05-24","Zhensheng","Gulak","F","1986-01-05"
63284,"1957-12-15","Zita","Heuser","M","1986-01-05"
63209,"1954-08-23","Yakkov","Eiron","M","1986-01-30"
63296,"1956-03-01","Chenxi","Beidas","F","1986-01-19"
63404,"1956-01-27","Peternela","Suessmith","M","1986-01-11"
63409,"1963-02-15","Fuqing","Pelz","F","1986-01-06"
63886,"1957-07-13","Kien","Candan","M","1986-01-29"
63419,"1965-01-14","Hiroyasu","Seuren","F","1986-01-04"
63735,"1960-07-31","Collette","Wixon","M","1986-01-13"
63748,"1963-07-25","Saeed","Covnot","M","1986-01-16"
63933,"1959-03-09","Phuoc","Lanteri","M","1986-01-02"
63786,"1964-08-23","IEEE","Scharstein","M","1986-01-18"
63944,"1959-09-18","Bluma","Litecky","M","1986-01-03"
64178,"1959-03-14","Mark","Conde","F","1986-01-11"
64281,"1952-06-15","Faiza","Rosca","F","1986-01-24"
64329,"1964-01-16","Geoffry","Pena","M","1986-01-28"
64522,"1958-05-28","Gao","Goodrum","F","1986-01-08"
64617,"1959-03-20","Oguz","Domenig","M","1986-01-23"
64978,"1963-09-11","Youssef","Janocha","M","1986-01-01"
65029,"1954-12-30","Theirry","Kaltofen","M","1986-01-20"
65042,"1956-10-21","Shan","Detkin","M","1986-01-27"
64991,"1955-11-18","Nirmal","Legleitner","M","1986-01-20"
65222,"1953-02-06","Wilmer","Zaumen","F","1986-01-15"
65089,"1956-08-12","Giri","Cooman","F","1986-01-01"
65229,"1963-05-25","Divine","Randt","F","1986-01-18"
65739,"1958-05-30","Tetsushi","Mamelak","M","1986-01-19"
65359,"1962-06-07","Piyush","Castellani","F","1986-01-30"
65974,"1955-08-22","Fayez","Schicker","M","1986-01-17"
65835,"1953-03-05","Arra","Beetstra","M","1986-01-03"
65952,"1953-12-28","Debaprosad","Vesna","F","1986-01-27"
66377,"1961-11-03","Mahendra","Peot","F","1986-01-15"
66131,"1952-09-27","Kasturi","Vuskovic","F","1986-01-09"
66229,"1954-03-04","Dannz","Mayerwieser","F","1986-01-06"
66434,"1952-07-26","Martins","Mungall","M","1986-01-15"
66449,"1963-02-15","Mountaz","Marchegay","F","1986-01-21"
66360,"1963-11-28","Kenton","Perez","F","1986-01-30"
66677,"1963-08-28","Bernardo","Sluis","F","1986-01-18"
66756,"1957-11-18","Xiaoqiu","Nyrup","M","1986-01-05"
66543,"1962-12-02","Shen","Panangaden","M","1986-01-22"
66546,"1963-05-03","Venkatesan","Randi","F","1986-01-15"
66552,"1955-04-12","Sakthirel","Erva","F","1986-01-12"
66828,"1954-12-09","Frederique","Narahara","M","1986-01-27"
68692,"1952-09-05","Behnaam","Monarch","M","1986-01-02"
66907,"1952-03-26","Turgut","Bardell","F","1986-01-18"
67011,"1954-10-03","Van","McClure","M","1986-01-17"
67804,"1952-09-25","Margareta","Vesel","F","1986-01-11"
68055,"1953-05-29","Narain","Jansen","M","1986-01-03"
68261,"1957-02-28","Kolar","Sabnani","F","1986-01-15"
68303,"1957-03-15","Mads","Rahimi","M","1986-01-20"
68361,"1958-12-20","Basant","Speek","F","1986-01-29"
68510,"1961-12-12","Heping","Baak","M","1986-01-11"
68548,"1963-02-20","Josyula","Highland","F","1986-01-03"
68551,"1959-02-19","Baziley","Beerel","M","1986-01-25"
68714,"1954-06-18","Alselm","Nishimukai","F","1986-01-15"
68916,"1958-12-10","Patricia","Bolsens","F","1986-01-18"
68613,"1962-11-10","Kwan","Lubachevsky","F","1986-01-21"
68619,"1958-02-11","Martine","Pargaonkar","M","1986-01-28"
69007,"1953-07-15","Brewster","McAffer","M","1986-01-12"
68769,"1952-04-05","Gill","Akaboshi","M","1986-01-29"
69329,"1955-12-17","Zhensheng","Loncour","M","1986-01-06"
69088,"1957-01-22","Roddy","Munch","M","1986-01-07"
69166,"1954-05-26","Bernd","Chiodo","F","1986-01-07"
69886,"1961-04-13","Lubomir","Fontan","M","1986-01-25"
69682,"1954-10-22","Gor","Siksek","M","1986-01-03"
70111,"1957-09-08","Tadahiko","Sluis","M","1986-01-07"
70400,"1955-06-02","Srinidhi","Lorcy","M","1986-01-29"
70086,"1962-10-29","Arno","Fasbender","F","1986-01-20"
70405,"1955-05-29","Jaber","Chimia","M","1986-01-16"
70451,"1961-04-15","Mary","Zeilberger","M","1986-01-15"
70739,"1952-02-17","Przemyslawa","Kakkar","F","1986-01-17"
70767,"1952-03-23","Hinrich","Gewali","M","1986-01-25"
70951,"1959-08-31","Berhard","Schapire","M","1986-01-15"
70778,"1959-11-21","Mary","Marchesini","M","1986-01-07"
71026,"1963-11-16","Akhilish","Remmele","M","1986-01-04"
70832,"1961-06-27","Zengping","Gargeya","M","1986-01-02"
71040,"1955-01-20","Satosi","Pauthner","M","1986-01-31"
71312,"1962-01-28","Toshimitsu","Arlazarov","M","1986-01-05"
71346,"1963-10-26","Babette","Pollock","M","1986-01-25"
71435,"1963-10-22","Kristina","Egerstedt","M","1986-01-31"
71100,"1952-03-15","Taisook","Karnin","M","1986-01-07"
71552,"1952-12-20","Shuho","Cesareni","F","1986-01-10"
71570,"1959-10-17","Roselyn","Sudkamp","M","1986-01-19"
71760,"1963-12-07","Tonia","Kavvadias","M","1986-01-20"
71828,"1962-04-01","Cathie","Sessa","F","1986-01-10"
71669,"1963-06-23","Sachio","Aumann","F","1986-01-03"
72024,"1954-07-09","Takahiro","Wolniewicz","M","1986-01-27"
72067,"1964-07-06","Nahid","Shackell","M","1986-01-15"
72086,"1956-02-09","Mohua","Hambrick","M","1986-01-20"
72181,"1961-08-09","Abdelwaheb","Perri","M","1986-01-09"
71957,"1959-07-23","Radhakrishnan","Zongker","M","1986-01-27"
72189,"1959-10-26","Giri","Candan","F","1986-01-28"
72390,"1958-03-22","Jianhao","Kilgore","M","1986-01-05"
72306,"1959-04-09","Alexius","Luga","M","1986-01-05"
72319,"1960-03-24","Armond","Leijenhorst","F","1986-01-26"
72395,"1960-05-14","Greger","Aloia","M","1986-01-30"
72419,"1963-02-23","Mostafa","Harbusch","F","1986-01-23"
72761,"1954-01-19","Arto","Schlegelmilch","F","1986-01-05"
73039,"1960-06-23","Kiam","Luff","M","1986-01-18"
73173,"1956-03-08","Sanjoy","Cronan","M","1986-01-24"
72864,"1953-04-02","Moie","McConalogue","M","1986-01-01"
72898,"1955-10-13","Thanasis","Gurbaxani","F","1986-01-08"
73602,"1960-11-09","Keiichiro","Rettelbach","F","1986-01-09"
73192,"1964-07-21","Ashish","Rusmann","F","1986-01-27"
73207,"1954-01-27","Kyoichi","Domenig","M","1986-01-16"
73651,"1963-05-05","Naftali","Pettis","M","1986-01-27"
73834,"1954-06-11","Kerryn","Zeilberger","M","1986-01-02"
73497,"1955-05-21","Sibyl","Huhdanpaa","M","1986-01-25"
73500,"1953-09-01","Sahrah","Thambidurai","M","1986-01-15"
74025,"1954-10-17","Paloma","Figueira","M","1986-01-26"
74588,"1961-03-29","Miyeon","Verhoeff","F","1986-01-21"
74238,"1958-10-08","Sven","Sadowsky","M","1986-01-25"
74414,"1963-04-30","Sasan","Ouhyoung","M","1986-01-09"
74442,"1962-07-06","Stein","Heuser","M","1986-01-24"
74655,"1957-03-07","Premsyl","Speek","F","1986-01-04"
74812,"1959-10-27","Weiru","Picel","F","1986-01-07"
74734,"1957-10-25","Stevo","Bierman","F","1986-01-03"
74818,"1960-08-20","Leen","Tetzlaff","M","1986-01-12"
74868,"1955-04-08","Shuji","Parfitt","F","1986-01-18"
75081,"1953-02-19","Vesna","Gien","F","1986-01-29"
75359,"1964-05-18","Magy","Burnard","M","1986-01-31"
75374,"1959-07-20","Saddek","Demos","F","1986-01-31"
76269,"1959-12-08","Atilio","Cochrane","M","1986-01-10"
75463,"1964-02-27","Tianruo","Linnainmaa","F","1986-01-18"
75533,"1954-08-11","Tomoyuki","Coorg","M","1986-01-05"
75546,"1954-05-24","Geoffrey","Samarati","M","1986-01-03"
75574,"1954-09-15","Utpal","Melton","F","1986-01-28"
75971,"1955-05-20","Honesty","Kisuki","M","1986-01-03"
76754,"1955-07-06","Sanjay","Roison","F","1986-01-25"
76534,"1956-01-26","Pantung","Lieberherr","M","1986-01-06"
76788,"1955-02-06","Shigeu","Conia","M","1986-01-29"
77007,"1961-05-21","Achilleas","Kroft","F","1986-01-01"
76811,"1954-11-24","Ronnie","Kushner","F","1986-01-12"
76828,"1957-04-21","Ioana","Benaini","F","1986-01-22"
76917,"1961-07-14","Sachem","Gulik","M","1986-01-10"
77045,"1960-11-10","Arra","Perna","M","1986-01-03"
77616,"1962-11-18","Freyja","Pappas","M","1986-01-07"
77079,"1959-09-07","Mokhtar","Desikan","M","1986-01-23"
77100,"1954-05-26","Mihalis","Baaleh","M","1986-01-22"
77541,"1954-10-26","Hideo","Furudate","M","1986-01-30"
77665,"1953-03-30","Paddy","Fargier","F","1986-01-06"
77924,"1963-05-13","Navid","Plotkin","F","1986-01-28"
77926,"1954-01-15","Herbert","Thibadeau","F","1986-01-14"
77927,"1955-12-25","Martien","Terlouw","M","1986-01-30"
77958,"1960-12-24","Kensei","Marrakchi","M","1986-01-28"
78020,"1961-02-11","Moie","Lorie","M","1986-01-05"
78074,"1954-03-30","Masaki","Geffroy","M","1986-01-08"
78082,"1955-03-02","Dung","Fontan","M","1986-01-21"
78094,"1961-11-21","Zdislav","Frolund","F","1986-01-08"
78122,"1961-07-14","Constantino","Reutenauer","M","1986-01-29"
78725,"1953-12-25","Yakichi","Scallan","M","1986-01-18"
78285,"1956-08-09","Marek","Anick","M","1986-01-29"
78328,"1955-10-08","Berto","Gruenwald","M","1986-01-15"
78375,"1956-01-04","Breannda","Terkki","F","1986-01-31"
78998,"1960-09-16","Tetsushi","Demri","M","1986-01-13"
78884,"1963-08-19","Chinhyun","Vickson","M","1986-01-09"
78901,"1964-11-01","Shaowei","Rullman","M","1986-01-20"
78902,"1961-12-27","Fan","Kemmerer","M","1986-01-30"
79207,"1956-06-03","Morris","Bahr","M","1986-01-24"
79299,"1961-06-11","Torsten","Koblick","F","1986-01-28"
79136,"1956-04-01","Marin","Bardell","F","1986-01-26"
79895,"1965-01-30","Fei","Murtagh","M","1986-01-19"
79621,"1956-10-01","Steve","Zastre","M","1986-01-09"
79642,"1964-09-09","Denis","Roohalamini","M","1986-01-07"
79702,"1959-05-25","Arie","Mattern","M","1986-01-06"
79915,"1961-07-19","Parto","Bratsberg","M","1986-01-11"
79926,"1954-08-26","Jiann","Cusworth","F","1986-01-24"
80184,"1953-09-30","Pintsang","Couchot","F","1986-01-31"
80038,"1955-09-23","Vitaly","Gewali","M","1986-01-24"
80082,"1953-07-18","Shaleah","Salverda","M","1986-01-02"
80684,"1955-10-15","Takanari","VanScheik","M","1986-01-21"
80315,"1962-02-03","Zvonko","Templeman","M","1986-01-16"
80701,"1958-04-27","Ramachenga","Domenig","M","1986-01-02"
80712,"1963-08-11","Sahrah","Ranon","M","1986-01-28"
80767,"1962-07-27","Vitali","Vitiello","M","1986-01-29"
80636,"1959-12-11","Satyanarayana","Oppitz","F","1986-01-19"
80649,"1961-05-11","Douadi","Cairo","M","1986-01-12"
80774,"1953-05-29","Vishv","Pollacia","M","1986-01-23"
81081,"1963-02-08","Uno","Bahl","M","1986-01-31"
80822,"1952-12-08","Marsal","Byoun","M","1986-01-24"
80844,"1952-06-26","Brigham","Hellwagner","F","1986-01-29"
81144,"1959-09-28","Ashish","Heinisuo","M","1986-01-04"
81359,"1958-07-28","Uta","Andreotta","F","1986-01-14"
81660,"1952-05-13","Arno","Schaap","M","1986-01-29"
81345,"1958-11-08","Udi","Pews","F","1986-01-10"
81940,"1953-06-08","Ioana","Siksek","F","1986-01-15"
82240,"1959-02-28","Herb","Kakkar","M","1986-01-26"
82244,"1963-10-21","Arvin","Shiratori","M","1986-01-14"
82255,"1953-11-13","Amabile","Sudbeck","M","1986-01-17"
82262,"1956-06-26","Masanao","Przulj","F","1986-01-13"
82278,"1955-11-05","Tomokazu","Murillo","M","1986-01-15"
82097,"1962-01-13","Shridhar","Blokdijk","M","1986-01-24"
82288,"1960-02-22","Xinglin","Ponthieu","M","1986-01-18"
82133,"1960-02-09","Fox","Sommer","F","1986-01-13"
82634,"1953-05-27","Volkmar","Plesums","M","1986-01-27"
82852,"1960-12-20","Zhenhua","Cools","F","1986-01-24"
82704,"1955-01-31","Marla","Lunn","M","1986-01-14"
82761,"1954-02-25","Mabry","Underwood","F","1986-01-22"
82812,"1955-09-21","Heather","Morrey","M","1986-01-22"
82913,"1953-07-23","Luerbio","Gammage","M","1986-01-31"
82918,"1964-07-28","Charlene","Uludag","M","1986-01-06"
83498,"1961-06-04","Chenyi","Ramalingam","F","1986-01-09"
83111,"1964-06-18","Gian","Erie","F","1986-01-14"
84282,"1955-05-31","Saddek","Mateescu","F","1986-01-23"
83407,"1958-07-27","Gino","Seuren","M","1986-01-09"
83444,"1962-06-01","Yongmao","Akaboshi","F","1986-01-19"
83627,"1964-03-10","Subhada","Lung","M","1986-01-05"
83643,"1953-07-12","Jinxi","Tsukune","M","1986-01-05"
83725,"1954-10-09","Abdulah","Asmuth","F","1986-01-27"
83745,"1954-12-19","Odoardo","Mitzlaff","M","1986-01-09"
84442,"1961-05-28","Martien","Schlegelmilch","M","1986-01-24"
84329,"1961-11-05","Shugo","Lindqvist","F","1986-01-03"
84555,"1961-06-14","Kerryn","Maksimenko","F","1986-01-13"
84767,"1958-11-10","Brewster","Besselaar","F","1986-01-18"
84598,"1963-01-11","Panayotis","Merli","M","1986-01-07"
85084,"1963-02-01","Khosrow","Baaz","F","1986-01-17"
85188,"1961-05-16","Jagoda","Schade","M","1986-01-31"
85206,"1952-08-05","Shahar","Navazio","M","1986-01-22"
86052,"1954-11-20","Hidekazu","Badache","M","1986-01-26"
85525,"1953-01-05","Chenyi","Schlenzig","M","1986-01-24"
85913,"1955-05-27","Anwar","Rehfuss","M","1986-01-22"
85979,"1959-09-22","Uinam","Leaver","F","1986-01-30"
87004,"1964-03-19","Anneke","Siochi","F","1986-01-13"
86016,"1952-07-25","Eldridge","Compeau","F","1986-01-15"
86454,"1960-08-29","Ennio","Marletta","M","1986-01-13"
87068,"1959-08-20","Peternela","Akaboshi","F","1986-01-10"
86946,"1956-02-03","Toshimi","Weedman","M","1986-01-05"
87092,"1961-10-16","Dante","Nishimukai","F","1986-01-21"
87400,"1959-02-04","Lunjin","Berztiss","F","1986-01-02"
87147,"1958-06-14","Tsutomu","Kampfer","F","1986-01-08"
87176,"1956-09-18","Amalendu","Varker","M","1986-01-11"
87232,"1952-06-05","Arch","Thebaut","F","1986-01-12"
87469,"1959-06-06","Yifei","Daescu","M","1986-01-14"
87476,"1952-08-30","Amabile","Niizuma","F","1986-01-21"
87705,"1961-10-01","Takahira","Ozeri","F","1986-01-15"
87633,"1959-01-24","Collette","Erdi","M","1986-01-18"
87756,"1960-12-04","Adel","Pero","F","1986-01-02"
87790,"1957-06-07","Wayne","Sudbeck","F","1986-01-27"
87810,"1960-07-26","Erzsebet","Biran","F","1986-01-16"
87945,"1958-01-15","Premsyl","Makrucki","M","1986-01-24"
87869,"1955-07-21","Alassane","Luit","M","1986-01-19"
87964,"1952-08-22","Alejandro","Luon","F","1986-01-12"
88002,"1956-08-19","Shuji","Suwa","M","1986-01-25"
88014,"1964-04-12","Rasikan","Muchinsky","M","1986-01-04"
88246,"1955-09-04","Munenori","Slobodova","M","1986-01-21"
88524,"1955-12-13","Zorica","Einsfeld","M","1986-01-06"
88386,"1955-07-05","Jiann","Bondorf","M","1986-01-01"
88550,"1959-05-13","Greger","Menhardt","M","1986-01-22"
88783,"1962-11-19","Dipayan","Gruenwald","M","1986-01-29"
88656,"1953-06-12","Oddvar","Parveen","F","1986-01-30"
88793,"1957-11-20","Gully","Ghandeharizadeh","M","1986-01-02"
89097,"1963-05-25","Indrajit","Polajnar","F","1986-01-07"
88855,"1953-05-09","Bojan","Zweizig","F","1986-01-16"
88923,"1957-01-13","Aran","Uhrik","F","1986-01-23"
89812,"1952-05-13","Boriana","Vingron","F","1986-01-01"
88976,"1954-01-12","Younwoo","Peron","M","1986-01-12"
89565,"1964-08-20","Vishwani","Fontan","M","1986-01-27"
89882,"1954-10-20","Abdulla","Murrill","M","1986-01-30"
89911,"1956-09-17","Elliott","Michaeli","F","1986-01-29"
90405,"1952-03-22","Theirry","Muchinsky","F","1986-01-25"
90026,"1960-08-21","Ymte","Crooks","M","1986-01-17"
90217,"1959-02-11","Chuanti","Dratva","M","1986-01-09"
90456,"1957-03-30","Jamaludin","Masamoto","M","1986-01-26"
90472,"1964-06-26","Nidapan","Lores","F","1986-01-10"
90495,"1958-07-24","Arun","Stasinski","F","1986-01-29"
90722,"1963-08-03","Kensyu","Bolsens","M","1986-01-04"
90773,"1961-02-14","Parto","Stanfel","M","1986-01-12"
90825,"1964-07-25","Tsuneo","Marchesini","M","1986-01-12"
91024,"1952-10-11","Roddy","Kinley","M","1986-01-17"
91099,"1960-06-16","Bedrich","Bennis","M","1986-01-10"
90880,"1953-03-29","Prodip","Einsfeld","M","1986-01-18"
91493,"1953-06-02","Filipe","Gien","F","1986-01-21"
90916,"1956-01-23","Eishiro","Curless","M","1986-01-01"
91509,"1962-06-01","Mana","Trelles","F","1986-01-23"
91598,"1961-07-07","Junsik","Undy","F","1986-01-13"
91787,"1958-12-02","Rimli","Sidje","M","1986-01-31"
91879,"1957-01-20","Adin","Kornyak","M","1986-01-15"
91658,"1959-05-30","Toshimi","Vernadat","F","1986-01-25"
91739,"1957-03-22","Houman","Peternell","M","1986-01-27"
91747,"1959-03-23","Zine","Binding","M","1986-01-23"
92158,"1958-12-18","Barun","Range","M","1986-01-14"
91774,"1952-02-07","Hugo","Pietracaprina","M","1986-01-02"
91971,"1953-02-20","Anoosh","Guenter","M","1986-01-19"
92210,"1952-06-01","Kazuhito","Assaf","M","1986-01-02"
92217,"1957-11-15","Jahangir","Trystram","F","1986-01-17"
92296,"1963-10-12","Kristian","Dolinsky","M","1986-01-22"
92300,"1956-01-10","Poorav","Parhami","M","1986-01-27"
92829,"1955-05-28","Nechama","Kalefeld","M","1986-01-25"
93044,"1956-06-18","Vasilis","Boissier","F","1986-01-29"
92879,"1954-10-26","Mana","Hellwagner","M","1986-01-05"
92888,"1955-03-29","Chanjung","Capobianchi","F","1986-01-29"
93086,"1954-10-09","Arco","Lubachevsky","M","1986-01-06"
92913,"1958-11-26","Gil","Soicher","F","1986-01-07"
93089,"1956-06-26","Gay","Bellmore","M","1986-01-14"
93344,"1952-09-29","Bernardo","Escriba","F","1986-01-07"
93133,"1963-02-22","Mingdong","Attimonelli","M","1986-01-30"
93720,"1958-10-23","Radhika","Dulay","M","1986-01-19"
93216,"1953-01-08","Dung","Chelton","M","1986-01-02"
93542,"1960-10-31","Atreyi","Koyama","M","1986-01-15"
93545,"1962-09-02","Naftali","Syang","M","1986-01-28"
93607,"1957-07-10","Xiaopeng","Guting","M","1986-01-19"
93634,"1954-06-09","Dietrich","Chelton","M","1986-01-06"
93958,"1954-10-17","Morrie","Cyre","M","1986-01-08"
93802,"1963-06-29","Aimee","Gente","M","1986-01-26"
94033,"1960-09-05","Ravishankar","Iwayama","F","1986-01-09"
93884,"1952-07-03","Yucai","Felder","F","1986-01-20"
94201,"1953-02-26","Mana","Fabrizio","F","1986-01-28"
94071,"1962-03-19","Etsuo","Morrey","M","1986-01-17"
94279,"1958-12-21","Takahiro","Demos","F","1986-01-30"
94179,"1964-08-27","Dayanand","Bade","F","1986-01-24"
94658,"1955-01-01","Basil","Kaelbling","M","1986-01-16"
94422,"1953-03-02","Ayakannu","Fortenbacher","F","1986-01-14"
94901,"1959-07-23","Heekeun","Uhrig","M","1986-01-31"
94905,"1964-02-09","Angus","Wendorf","F","1986-01-14"
94912,"1958-05-26","Radhia","Kavanagh","M","1986-01-04"
95224,"1961-04-11","Sumant","Yavatkar","M","1986-01-31"
95420,"1955-04-13","Shmuel","Tyugu","F","1986-01-13"
95506,"1959-11-20","Charmane","Schicker","M","1986-01-04"
95368,"1952-08-02","Arco","Sichman","M","1986-01-05"
95796,"1959-11-06","Charmane","Azulay","F","1986-01-29"
95876,"1959-01-04","Nahla","Rosaz","M","1986-01-04"
95656,"1959-10-06","Hsiangchu","Kavraki","F","1986-01-09"
96200,"1952-02-11","Udaiprakash","Sudkamp","M","1986-01-12"
96020,"1962-01-22","Poorav","Schwartzburd","M","1986-01-02"
